EVALID,EVAL_NAME,REPORT_YEAR,POPULATION_NAME,POPULATION_STRUCTURE_VERSION,POPULATION_ACRES,POPULATION_POINT_COUNT,POPULATION_PLOT_COUNT,ESTN_UNIT_NAME,ESTN_UNIT_ACRES,ESTN_UNIT_POINT_COUNT,ESTN_UNIT_PLOT_COUNT,STRATUM_NAME,STRATUM_LABEL,STRATUM_ACRES,STRATUM_POINT_COUNT,STRATUM_PLOT_COUNT,EXPNS,STRATUM_WEIGHT,STRATUM_SOURCE,STRATUM_SUBPLOT_ADJ_FACTOR,STRATUM_MICROPLOT_ADJ_FACTOR,EVAL_DESCRIPTION,STRATUM_DESCRIPTION,PE_CN,PSS_CN,PEU_CN,PSTREL_CN,PS_CN,CN,EVAL_GRP_ID,EVAL_GRP_NAME,EVAL_GRP_LABEL,PEG_CN
SpringfielMO2018Invs,"Springfield, MO 2018 Invasive Species Estimates",2018,"Springfield, MO Urban Area",1.0,52654.55893254267,236770,181,"City of Springfield, MO",52654.55893254267,236770,181,F,Forest/Shrub,4165.97479614529,18733,10,416.5974796145297,0.0791189762216497,NLCD 2011,1.0279618096935623,1.0010782295192193,"Evaluation used to produce current estimates of invasive species population attributes for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Deciduous Forest; Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,742222157290487,742206337290487,743527755290487,348958847489998,744641477290487,1299953586290487,,,,
SpringfielMO2018Invs,"Springfield, MO 2018 Invasive Species Estimates",2018,"Springfield, MO Urban Area",1.0,52654.55893254267,236770,181,"City of Springfield, MO",52654.55893254267,236770,181,E,Dev-High,5950.18532246108,26756,19,313.1676485505836,0.11300418127296533,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, High Intensity; Barren Land",742222157290487,742206337290487,743527755290487,348958847489998,744641476290487,1299953564290487,,,,
SpringfielMO2018Invs,"Springfield, MO 2018 Invasive Species Estimates",2018,"Springfield, MO Urban Area",1.0,52654.55893254267,236770,181,"City of Springfield, MO",52654.55893254267,236770,181,C,Dev-Low,18110.7487027428,81438,60,301.8458117123798,0.3439540482324619,NLCD 2011,1.1408457155096476,1.165014437473163,"Evaluation used to produce current estimates of invasive species population attributes for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Low Intensity",742222157290487,742206337290487,743527755290487,348958847489998,744641474290487,1299953451290487,,,,
SpringfielMO2018Invs,"Springfield, MO 2018 Invasive Species Estimates",2018,"Springfield, MO Urban Area",1.0,52654.55893254267,236770,181,"City of Springfield, MO",52654.55893254267,236770,181,G,Herb/Crop,6688.5100074129,30076,21,318.5004765434716,0.12702622798496432,NLCD 2011,1.0026068476569594,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Grassland/Herbaceous; Pasture/Hay; Cultivated Crops,742222157290487,742206337290487,743527755290487,348958847489998,744641478290487,1299953599290487,,,,
SpringfielMO2019All,"Springfield, MO 2019 All Area",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,201,"City of Springfield, MO",52658.784284655325,236789,201,B,Dev-Open,7141.28984432913,32112,29,246.25137394238402,0.13561440776387418,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space",928978897290487,928975527290487,928979333290487,348958847489998,931617039290487,965538409290487,,,,
SpringfielMO2019All,"Springfield, MO 2019 All Area",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,201,"City of Springfield, MO",52658.784284655325,236789,201,C,Dev-Low,17042.4017790956,76634,63,270.514313953899,0.32363834468661973,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",928978897290487,928975527290487,928979333290487,348958847489998,931617040290487,965538299290487,,,,
SpringfielMO2019All,"Springfield, MO 2019 All Area",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,201,"City of Springfield, MO",52658.784284655325,236789,201,G,Herb/Crop,7174.20311341735,32260,23,311.92187449640653,0.13623943679816208,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Pasture/Hay; Cultivated Crops; Grassland/Herbaceous; Emergent Herbaceous Wetlands,928978897290487,928975527290487,928979333290487,348958847489998,931617044290487,965538441290487,,,,
SpringfielMO2019All,"Springfield, MO 2019 All Area",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,201,"City of Springfield, MO",52658.784284655325,236789,201,A,Water,326.908821349148,1470,2,163.45441067457384,0.0062080586513731635,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Open Water,928978897290487,928975527290487,928979333290487,348958847489998,931617038290487,965538365290487,,,,
SpringfielMO2019All,"Springfield, MO 2019 All Area",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,201,"City of Springfield, MO",52658.784284655325,236789,201,D,Dev-Med,11055.7449962936,49714,51,216.77931365281484,0.20995063115262955,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity",928978897290487,928975527290487,928979333290487,348958847489998,931617041290487,965538467290487,,,,
SpringfielMO2019All,"Springfield, MO 2019 All Area",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,201,"City of Springfield, MO",52658.784284655325,236789,201,E,Dev-High,6231.28243143069,28020,18,346.18235730170517,0.11833319959964357,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity; Barren Land",928978897290487,928975527290487,928979333290487,348958847489998,931617042290487,965538388290487,,,,
SpringfielMO2019All,"Springfield, MO 2019 All Area",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,201,"City of Springfield, MO",52658.784284655325,236789,201,F,Forest/Shrub,3686.95329873981,16579,15,245.79688658265394,0.07001592134769774,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Deciduous Forest; Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,928978897290487,928975527290487,928979333290487,348958847489998,931617043290487,965538370290487,,,,
SpringfielMO2019Curr,"Springfield, MO 2019 Current Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,186,"City of Springfield, MO",52658.784284655325,236789,186,C,Dev-Low,17042.4017790956,76634,56,304.32860319813636,0.32363834468661973,NLCD 2016,1.1756204489919209,1.2132409380227132,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Low Intensity",928978898290487,928975528290487,928979334290487,348958847489998,931617040290487,1299953772290487,,,,
SpringfielMO2019Curr,"Springfield, MO 2019 Current Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,186,"City of Springfield, MO",52658.784284655325,236789,186,E,Dev-High,6231.28243143069,28020,18,346.18235730170517,0.11833319959964357,NLCD 2016,1.0198743994696144,1.0273431766793408,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, High Intensity; Barren Land",928978898290487,928975528290487,928979334290487,348958847489998,931617042290487,1299953884290487,,,,
SpringfielMO2019Curr,"Springfield, MO 2019 Current Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,186,"City of Springfield, MO",52658.784284655325,236789,186,F,Forest/Shrub,3686.95329873981,16579,11,335.1775726127099,0.07001592134769774,NLCD 2016,1.0049885312915672,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Deciduous Forest; Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,928978898290487,928975528290487,928979334290487,348958847489998,931617043290487,1299953905290487,,,,
SpringfielMO2019Curr,"Springfield, MO 2019 Current Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,186,"City of Springfield, MO",52658.784284655325,236789,186,G,Herb/Crop,7174.20311341735,32260,22,326.1001415189705,0.13623943679816208,NLCD 2016,1.0125189753840302,1.0004898162536395,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Pasture/Hay; Cultivated Crops; Grassland/Herbaceous; Emergent Herbaceous Wetlands,928978898290487,928975528290487,928979334290487,348958847489998,931617044290487,1299953919290487,,,,
SpringfielMO2019Curr,"Springfield, MO 2019 Current Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,186,"City of Springfield, MO",52658.784284655325,236789,186,A,Water,326.908821349148,1470,2,163.45441067457384,0.0062080586513731635,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Open Water,928978898290487,928975528290487,928979334290487,348958847489998,931617038290487,1299953737290487,,,,
SpringfielMO2019Curr,"Springfield, MO 2019 Current Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,186,"City of Springfield, MO",52658.784284655325,236789,186,B,Dev-Open,7141.28984432913,32112,27,264.4922164566347,0.13561440776387418,NLCD 2016,1.1124276149958021,1.1251110326651779,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Open Space",928978898290487,928975528290487,928979334290487,348958847489998,931617039290487,1299953742290487,,,,
SpringfielMO2019Curr,"Springfield, MO 2019 Current Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,186,"City of Springfield, MO",52658.784284655325,236789,186,D,Dev-Med,11055.7449962936,49714,50,221.11489992587113,0.20995063115262955,NLCD 2016,1.0434536547661066,1.0416666666666667,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Medium Intensity",928978898290487,928975528290487,928979334290487,348958847489998,931617041290487,1299953831290487,,,,
SpringfielMO2019FS,"Springfield, MO 2019 Fully Sampled Curr Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,160,"City of Springfield, MO",52658.784284655325,236789,160,A,Water,326.908821349148,1470,2,163.45441067457384,0.0062080586513731635,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Open Water,928978899290487,928975529290487,928979335290487,348958847489998,931617038290487,965538794290487,,,,
SpringfielMO2019FS,"Springfield, MO 2019 Fully Sampled Curr Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,160,"City of Springfield, MO",52658.784284655325,236789,160,C,Dev-Low,17042.4017790956,76634,41,415.6683360755033,0.32363834468661973,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Low Intensity",928978899290487,928975529290487,928979335290487,348958847489998,931617040290487,965538730290487,,,,
SpringfielMO2019FS,"Springfield, MO 2019 Fully Sampled Curr Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,160,"City of Springfield, MO",52658.784284655325,236789,160,E,Dev-High,6231.28243143069,28020,17,366.54602537827606,0.11833319959964357,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, High Intensity; Barren Land",928978899290487,928975529290487,928979335290487,348958847489998,931617042290487,965538774290487,,,,
SpringfielMO2019FS,"Springfield, MO 2019 Fully Sampled Curr Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,160,"City of Springfield, MO",52658.784284655325,236789,160,G,Herb/Crop,7174.20311341735,32260,21,341.6287196865405,0.13623943679816208,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Pasture/Hay; Cultivated Crops; Grassland/Herbaceous; Emergent Herbaceous Wetlands,928978899290487,928975529290487,928979335290487,348958847489998,931617044290487,965538887290487,,,,
SpringfielMO2019FS,"Springfield, MO 2019 Fully Sampled Curr Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,160,"City of Springfield, MO",52658.784284655325,236789,160,F,Forest/Shrub,3686.95329873981,16579,10,368.69532987398094,0.07001592134769774,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Deciduous Forest; Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,928978899290487,928975529290487,928979335290487,348958847489998,931617043290487,965538824290487,,,,
SpringfielMO2019FS,"Springfield, MO 2019 Fully Sampled Curr Estimates",2019,"Springfield, MO Urban Area",1.0,52658.784284655325,236789,160,"City of Springfield, MO",52658.784284655325,236789,160,B,Dev-Open,7141.28984432913,32112,22,324.60408383314257,0.13561440776387418,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Springfield, MO. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Open Space",928978899290487,928975529290487,928979335290487,348958847489998,931617039290487,965538799290487,,,,
SanAntonioTX2018All,"San Antonio, TX 2018 All Area",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,304,"San Antonio, TX ETJ",395948.282049,1780351,141,H,Decid Forest,35472.862899,159501,14,2533.775921357143,0.08958963709965058,NLCD 2011,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of San Antonio, TX and the Extra-territorial jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Deciduous Forest,719076085290487,718869284290487,719145054290487,448447717489998,672233730126144,719914263290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"City of San Antonio, TX",298719.220032,1343168,150,C,Dev-Med/High,82751.554314,372086,50,1655.03108628,0.27702119169009387,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Medium Intensity; Developed, High Intensity",719076086290487,718869285290487,719145055290487,448447715489998,672233725126144,1299948703290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"City of San Antonio, TX",298719.220032,1343168,150,B,Forest/Shrub,64654.058088,290712,28,2309.073503142857,0.2164375565826464,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Deciduous Forest; Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,719076086290487,718869285290487,719145055290487,448447715489998,672233724126144,1299948672290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"San Antonio, TX ETJ",395948.282049,1780351,117,G,Crop,32576.560722,146478,13,2505.889286307692,0.08227478738743091,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Cultivated Crops,719076086290487,718869285290487,719145056290487,448447717489998,672233729126144,1299948839290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"San Antonio, TX ETJ",395948.282049,1780351,117,K,Herbaceous,78027.577155,350845,22,3546.7080525,0.19706507312322122,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Pasture/Hay; Grassland/Herbaceous,719076086290487,718869285290487,719145056290487,448447717489998,672233733126144,1299948907290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"San Antonio, TX ETJ",395948.282049,1780351,117,F,Water/Wetland,8108.889939,36461,4,2027.22248475,0.02047966945843825,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Open Water; Emergent Herbaceous Wetlands; Barren Land,719076086290487,718869285290487,719145056290487,448447717489998,672233728126144,1299948832290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"San Antonio, TX ETJ",395948.282049,1780351,117,I,Developed,59547.777048,267752,13,4580.598234461539,0.15039281579868238,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Low Intensity; Developed, Medium Intensity; Developed, High Intensity; Developed, Open Space",719076086290487,718869285290487,719145056290487,448447717489998,672233731126144,1299948869290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"City of San Antonio, TX",298719.220032,1343168,150,D,Dev-Low,68525.357481,308119,35,1957.8673566,0.2293972161337971,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Low Intensity",719076086290487,718869285290487,719145055290487,448447715489998,672233726126144,1299948756290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"San Antonio, TX ETJ",395948.282049,1780351,117,L,Shrub/Forest,104884.035597,471603,35,2996.686731342857,0.26489327104599036,NLCD 2011,1.0419098201444807,1.0478872721370935,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Shrub/Scrub; Mixed Forest; Woody Wetlands,719076086290487,718869285290487,719145056290487,448447717489998,672233734126144,1299948932290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"City of San Antonio, TX",298719.220032,1343168,150,E,Dev-Open/Veg,77750.245602,349598,35,2221.4355886285716,0.26027868442369084,NLCD 2011,1.0197644528960395,1.0276387349040903,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Open Space; Grassland/Herbaceous; Pasture/Hay; Cultivated Crops",719076086290487,718869285290487,719145055290487,448447715489998,672233727126144,1299948794290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"City of San Antonio, TX",298719.220032,1343168,150,A,Water/Wetland,5038.004547,22653,2,2519.0022735,0.016865351169771763,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Open Water; Emergent Herbaceous Wetlands; Barren Land,719076086290487,718869285290487,719145055290487,448447715489998,672233723126144,1299948667290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"San Antonio, TX ETJ",395948.282049,1780351,117,H,Decid Forest,35472.862899,159501,11,3224.805718090909,0.08958963709965058,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Deciduous Forest,719076086290487,718869285290487,719145056290487,448447717489998,672233730126144,1299948855290487,,,,
SanAntonioTX2018Curr,"San Antonio, TX 2018 Current Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,267,"San Antonio, TX ETJ",395948.282049,1780351,117,J,Evergrn Forest,77330.578689,347711,19,4070.0304573157896,0.1953047460865863,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Evergreen Forest,719076086290487,718869285290487,719145056290487,448447717489998,672233732126144,1299948885290487,,,,
SanAntonioTX2018FS,"San Antonio, TX 2018 Fully Sampled Curr Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,264,"City of San Antonio, TX",298719.220032,1343168,149,C,Dev-Med/High,82751.554314,372086,50,1655.03108628,0.27702119169009387,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Medium Intensity; Developed, High Intensity",719076087290487,718869286290487,719145057290487,448447715489998,672233725126144,719915088290487,,,,
SanAntonioTX2018FS,"San Antonio, TX 2018 Fully Sampled Curr Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,264,"San Antonio, TX ETJ",395948.282049,1780351,115,J,Evergrn Forest,77330.578689,347711,19,4070.0304573157896,0.1953047460865863,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Evergreen Forest,719076087290487,718869286290487,719145058290487,448447717489998,672233732126144,719915198290487,,,,
SanAntonioTX2018FS,"San Antonio, TX 2018 Fully Sampled Curr Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,264,"San Antonio, TX ETJ",395948.282049,1780351,115,K,Herbaceous,78027.577155,350845,22,3546.7080525,0.19706507312322122,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Pasture/Hay; Grassland/Herbaceous,719076087290487,718869286290487,719145058290487,448447717489998,672233733126144,719915141290487,,,,
SanAntonioTX2018FS,"San Antonio, TX 2018 Fully Sampled Curr Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,264,"City of San Antonio, TX",298719.220032,1343168,149,B,Forest/Shrub,64654.058088,290712,28,2309.073503142857,0.2164375565826464,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Deciduous Forest; Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,719076087290487,718869286290487,719145057290487,448447715489998,672233724126144,719914977290487,,,,
SanAntonioTX2018FS,"San Antonio, TX 2018 Fully Sampled Curr Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,264,"City of San Antonio, TX",298719.220032,1343168,149,A,Water/Wetland,5038.004547,22653,2,2519.0022735,0.016865351169771763,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Open Water; Emergent Herbaceous Wetlands; Barren Land,719076087290487,718869286290487,719145057290487,448447715489998,672233723126144,719915008290487,,,,
SanAntonioTX2018FS,"San Antonio, TX 2018 Fully Sampled Curr Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,264,"San Antonio, TX ETJ",395948.282049,1780351,115,G,Crop,32576.560722,146478,13,2505.889286307692,0.08227478738743091,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Cultivated Crops,719076087290487,718869286290487,719145058290487,448447717489998,672233729126144,719915182290487,,,,
SanAntonioTX2018FS,"San Antonio, TX 2018 Fully Sampled Curr Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,264,"San Antonio, TX ETJ",395948.282049,1780351,115,H,Decid Forest,35472.862899,159501,11,3224.805718090909,0.08958963709965058,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ",Deciduous Forest,719076087290487,718869286290487,719145058290487,448447717489998,672233730126144,719915220290487,,,,
SanAntonioTX2018FS,"San Antonio, TX 2018 Fully Sampled Curr Estimates",2018,"San Antonio, TX Urban Area",1.0,694667.502081,3123519,264,"City of San Antonio, TX",298719.220032,1343168,149,E,Dev-Open/Veg,77750.245602,349598,34,2286.771929470588,0.26027868442369084,NLCD 2011,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of San Antonio, TX and the Extra-territorial Jurisdiction (ETJ). This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer. ","Developed, Open Space; Grassland/Herbaceous; Pasture/Hay; Cultivated Crops",719076087290487,718869286290487,719145057290487,448447715489998,672233727126144,719915013290487,,,,
